Step,Energy 1,Energy 2,Energy 3,Energy 5,Energy 10
344,8910.500977,8908.813477,8889.53125,8877.165039,8876.915039
345,8910.500977,8908.813477,8889.53125,8877.165039,8876.915039
346,8910.500977,8908.813477,8889.53125,8877.165039,8876.915039
347,8910.500977,8908.813477,8889.53125,8877.165039,8876.915039
348,8910.500977,8907.708984,8889.53125,8877.165039,8876.915039
349,8910.500977,8907.708984,8889.53125,8877.165039,8876.612305
350,8910.500977,8907.708984,8889.53125,8877.165039,8876.612305
351,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
352,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
353,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
354,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
355,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
356,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
357,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
358,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
359,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
360,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
361,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
362,8910.500977,8907.708984,8889.53125,8877.165039,8876.202148
363,8910.500977,8907.708984,8889.53125,8877.165039,8875.076172
364,8910.500977,8907.708984,8889.53125,8877.165039,8875.076172
365,8910.500977,8907.708984,8889.53125,8877.165039,8875.076172
366,8910.500977,8907.708984,8889.53125,8877.165039,8874.758789
367,8910.500977,8907.708984,8889.53125,8877.165039,8874.758789
368,8910.500977,8907.708984,8889.53125,8877.165039,8874.758789
369,8910.500977,8907.708984,8889.53125,8877.165039,8874.758789
370,8910.500977,8907.708984,8889.53125,8877.165039,8874.758789
371,8910.500977,8907.708984,8889.53125,8877.165039,8874.758789
372,8910.500977,8907.708984,8889.53125,8877.165039,8874.070313
373,8910.500977,8907.708984,8889.53125,8877.165039,8874.070313
374,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
375,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
376,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
377,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
378,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
379,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
380,8910.500977,8905.646484,8889.53125,8877.165039,8874.070313
381,8910.500977,8905.581055,8889.53125,8877.165039,8874.070313
382,8910.500977,8905.398438,8889.53125,8877.165039,8873.77832
383,8910.500977,8905.296875,8889.53125,8877.165039,8873.77832
384,8910.500977,8905.108398,8889.53125,8877.165039,8871.640625
385,8910.500977,8905.108398,8889.53125,8877.165039,8871.640625
386,8910.500977,8904.609375,8889.53125,8877.165039,8871.640625
387,8910.500977,8904.609375,8889.53125,8877.165039,8871.640625
388,8910.500977,8904.609375,8889.53125,8877.165039,8871.640625
389,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
390,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
391,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
392,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
393,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
394,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
395,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
396,8910.500977,8902.431641,8889.53125,8877.165039,8871.640625
397,8910.500977,8902.431641,8889.53125,8877.165039,8867.386719
398,8910.500977,8902.431641,8889.53125,8877.165039,8867.386719
399,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
400,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
401,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
402,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
403,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
404,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
405,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
406,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
407,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
408,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
409,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
410,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
411,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
412,8910.500977,8899.485352,8889.53125,8877.165039,8867.386719
413,8910.500977,8899.485352,8889.53125,8877.165039,8867.121094
414,8910.500977,8899.485352,8889.53125,8877.165039,8867.121094
415,8910.500977,8899.485352,8889.53125,8877.165039,8867.121094
416,8910.500977,8899.485352,8889.53125,8877.165039,8867.121094
417,8910.500977,8899.485352,8889.53125,8877.165039,8867.121094
418,8910.500977,8899.485352,8889.53125,8877.165039,8867.121094
419,8910.500977,8899.485352,8889.53125,8877.165039,8865.060547
420,8910.500977,8899.485352,8889.53125,8877.165039,8865.060547
421,8910.500977,8899.485352,8889.53125,8877.165039,8865.060547
422,8910.500977,8899.485352,8889.53125,8876.423828,8865.060547
423,8910.500977,8899.261719,8889.53125,8876.423828,8865.060547
424,8910.500977,8899.261719,8889.53125,8876.423828,8863.499023
425,8910.500977,8899.261719,8889.53125,8876.423828,8863.499023
426,8910.500977,8899.009766,8889.53125,8876.423828,8863.499023
427,8910.500977,8899.009766,8889.53125,8876.423828,8863.499023
428,8910.500977,8899.009766,8889.53125,8876.423828,8863.499023
429,8910.500977,8899.009766,8889.53125,8876.423828,8863.499023
430,8910.500977,8899.009766,8889.53125,8876.423828,8861.791016
431,8910.500977,8899.009766,8889.53125,8876.423828,8861.791016
432,8910.500977,8897.287109,8889.53125,8876.423828,8861.791016
433,8910.500977,8897.287109,8889.53125,8876.423828,8861.791016
