"Step","Energy","Temperature"
"-1","8916.544922","0.000000"
"0","8913.933594","0.000000"
"1","8913.933594","0.000000"
"2","8913.933594","0.000000"
"3","8913.933594","0.000000"
"4","8913.933594","0.000000"
"5","8913.933594","0.000000"
"6","8913.933594","0.000000"
"7","8913.933594","0.000000"
"8","8913.933594","0.000000"
"9","8913.933594","0.000000"
"10","8913.933594","0.000000"
"11","8913.933594","0.000000"
"12","8913.933594","0.000000"
"13","8913.933594","0.000000"
"14","8913.933594","0.000000"
"15","8913.933594","0.000000"
"16","8913.933594","0.000000"
"17","8913.933594","0.000000"
"18","8913.933594","0.000000"
"19","8913.933594","0.000000"
"20","8913.933594","0.000000"
"21","8913.933594","0.000000"
"22","8913.933594","0.000000"
"23","8913.933594","0.000000"
"24","8913.933594","0.000000"
"25","8913.023438","0.000000"
"26","8911.640625","0.000000"
"27","8911.180664","0.000000"
"28","8907.990234","0.000000"
"29","8907.990234","0.000000"
"30","8907.990234","0.000000"
"31","8907.990234","0.000000"
"32","8907.769531","0.000000"
"33","8907.769531","0.000000"
"34","8907.769531","0.000000"
"35","8907.506836","0.000000"
"36","8904.691406","0.000000"
"37","8904.691406","0.000000"
"38","8904.691406","0.000000"
"39","8904.691406","0.000000"
"40","8904.691406","0.000000"
"41","8904.691406","0.000000"
"42","8904.691406","0.000000"
"43","8904.691406","0.000000"
"44","8904.691406","0.000000"
"45","8904.691406","0.000000"
"46","8904.691406","0.000000"
"47","8901.632813","0.000000"
"48","8901.632813","0.000000"
"49","8901.632813","0.000000"
"50","8901.632813","0.000000"
"51","8901.632813","0.000000"
"52","8901.632813","0.000000"
"53","8901.632813","0.000000"
"54","8901.632813","0.000000"
"55","8901.632813","0.000000"
"56","8901.632813","0.000000"
"57","8900.568359","0.000000"
"58","8898.464844","0.000000"
"59","8898.464844","0.000000"
"60","8898.464844","0.000000"
"61","8898.464844","0.000000"
"62","8898.464844","0.000000"
"63","8898.464844","0.000000"
"64","8898.464844","0.000000"
"65","8897.840820","0.000000"
"66","8892.948242","0.000000"
"67","8892.948242","0.000000"
"68","8892.948242","0.000000"
"69","8892.948242","0.000000"
"70","8892.948242","0.000000"
"71","8892.948242","0.000000"
"72","8892.948242","0.000000"
"73","8892.948242","0.000000"
"74","8892.948242","0.000000"
"75","8892.948242","0.000000"
"76","8892.948242","0.000000"
"77","8892.948242","0.000000"
"78","8892.948242","0.000000"
"79","8892.948242","0.000000"
"80","8892.948242","0.000000"
"81","8892.948242","0.000000"
"82","8892.948242","0.000000"
"83","8892.948242","0.000000"
"84","8892.948242","0.000000"
"85","8892.948242","0.000000"
"86","8892.948242","0.000000"
"87","8892.948242","0.000000"
"88","8892.948242","0.000000"
"89","8892.948242","0.000000"
"90","8892.948242","0.000000"
"91","8892.948242","0.000000"
"92","8892.948242","0.000000"
"93","8892.948242","0.000000"
"94","8892.948242","0.000000"
"95","8892.948242","0.000000"
"96","8892.948242","0.000000"
"97","8892.948242","0.000000"
"98","8892.547852","0.000000"
"99","8889.221680","0.000000"
"100","8889.221680","0.000000"
"101","8889.221680","0.000000"
"102","8889.221680","0.000000"
"103","8889.221680","0.000000"
"104","8889.221680","0.000000"
"105","8889.221680","0.000000"
"106","8889.221680","0.000000"
"107","8889.221680","0.000000"
"108","8889.221680","0.000000"
"109","8889.221680","0.000000"
"110","8889.221680","0.000000"
"111","8889.221680","0.000000"
"112","8889.221680","0.000000"
"113","8889.107422","0.000000"
"114","8889.107422","0.000000"
"115","8889.107422","0.000000"
"116","8887.317383","0.000000"
"117","8887.317383","0.000000"
"118","8887.317383","0.000000"
"119","8887.317383","0.000000"
"120","8887.317383","0.000000"
"121","8887.317383","0.000000"
"122","8886.005859","0.000000"
"123","8886.005859","0.000000"
"124","8886.005859","0.000000"
"125","8886.005859","0.000000"
"126","8886.005859","0.000000"
"127","8886.005859","0.000000"
"128","8886.005859","0.000000"
